Symbol,Name,MarketCap,Sector,Industry
APO,"Apollo Global Management, Inc",8609852647.0,Finance,Investment Managers
APOG,"Apogee Enterprises, Inc.",482179337.7,Capital Goods,Auto Parts:O.E.M.
APOP,Cellect Biotechnology Ltd.,5197130.24,Health Care,Medical/Dental Instruments
APOPW,Cellect Biotechnology Ltd.,0.0,Health Care,Medical/Dental Instruments
APPF,"AppFolio, Inc.",3623274722.0,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,2920084041.0,Technology,Computer Software: Prepackaged Software
APPS,"Digital Turbine, Inc.",459727808.8,Miscellaneous,Multi-Sector Companies
APRE,"Aprea Therapeutics, Inc.",699862948.1,Health Care,Major Pharmaceuticals
APRN,"Blue Apron Holdings, Inc.",154960662.4,Consumer Services,Catalog/Specialty Distribution
APT,"Alpha Pro Tech, Ltd.",180731210.9,Health Care,Industrial Specialties
APTO,"Aptose Biosciences, Inc.",635285834.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTS,"Preferred Apartment Communities, Inc.",310240938.3,Consumer Services,Real Estate Investment Trusts
APTV,Aptiv PLC,15193183498.0,Capital Goods,Auto Parts:O.E.M.
APTX,Aptinyx Inc.,120666244.8,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc.,12484208.86,Health Care,Major Pharmaceuticals
APWC,Asia Pacific Wire & Cable Corporation Limited,14639175.37,Basic Industries,Telecommunications Equipment
APXT,Apex Technology Acquisition Corporation,436688000.0,Finance,Business Services
APXTU,Apex Technology Acquisition Corporation,0.0,Finance,Business Services
APXTW,Apex Technology Acquisition Corporation,0.0,Finance,Business Services
APY,Apergy Corporation,566480233.6,Technology,Industrial Machinery/Components
APYX,Apyx Medical Corporation,121660557.8,Health Care,Medical/Dental Instruments
AQMS,"Aqua Metals, Inc.",33786560.64,Basic Industries,Metal Fabrications
AQN,Algonquin Power & Utilities Corp.,7369254186.0,Public Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp.,0.0,Public Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp.,0.0,Public Utilities,Electric Utilities: Central
AQST,"Aquestive Therapeutics, Inc.",120896042.4,Health Care,Major Pharmaceuticals
AQUA,Evoqua Water Technologies Corp.,1755133634.0,Technology,Industrial Machinery/Components
AR,Antero Resources Corporation,490217866.7,Energy,Oil & Gas Production
ARA,"American Renal Associates Holdings, Inc",205239498.9,Health Care,Misc Health and Biotechnology Services
ARAV,"Aravive, Inc.",192799592.7,Health Care,Major Pharmaceuticals
ARAY,Accuray Incorporated,160126506.8,Health Care,Medical/Dental Instruments
ARC,"ARC Document Solutions, Inc.",31709479.1,Consumer Services,Professional Services
ARCB,ArcBest Corporation,457309330.9,Transportation,Trucking Freight/Courier Services
ARCE,Arco Platform Limited,1265106746.0,Consumer Services,Other Consumer Services
ARCH,"Arch Coal, Inc.",436866433.4,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc.,788876707.3,Consumer Services,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc.,273391629.8,Health Care,Major Pharmaceuticals
ARD,Ardagh Group S.A.,3259359831.0,Consumer Durables,Containers/Packaging
ARDS,Aridis Pharmaceuticals Inc.,53521542.0,Health Care,Major Pharmaceuticals
ARDX,"Ardelyx, Inc.",606500335.8,Health Care,Major Pharmaceuticals
ARE,"Alexandria Real Estate Equities, Inc.",19054159043.0,Consumer Services,Real Estate Investment Trusts
AREC,American Resources Corporation,26836695.83,Consumer Services,Other Consumer Services
ARES,Ares Management Corporation,7432572834.0,Finance,Investment Managers
ARGD,"Argo Group International Holdings, Ltd.",0.0,Finance,Specialty Insurers
ARGO,"Argo Group International Holdings, Ltd.",1211965889.0,Finance,Specialty Insurers
ARGX,argenx SE,3162039442.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARI,Apollo Commercial Real Estate Finance,1141440453.0,Consumer Services,Real Estate Investment Trusts
ARKR,Ark Restaurants Corp.,43100716.35,Consumer Services,Restaurants
ARL,"American Realty Investors, Inc.",121257836.1,Finance,Real Estate
ARLO,"Arlo Technologies, Inc.",181750019.6,Consumer Non-Durables,Consumer Electronics/Appliances
ARLP,"Alliance Resource Partners, L.P.",436279601.2,Energy,Coal Mining
ARMK,Aramark,5171491089.0,Consumer Services,Restaurants
ARMP,"Armata Pharmaceuticals, Inc.",59478435.14,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARNA,"Arena Pharmaceuticals, Inc.",2512457450.0,Health Care,Major Pharmaceuticals
ARNC,Arconic Corporation,1064048630.0,Capital Goods,Metal Fabrications
AROC,"Archrock, Inc.",620650876.4,Public Utilities,Natural Gas Distribution
AROW,Arrow Financial Corporation,386497493.4,Finance,Major Banks
ARPO,"Aerpio Pharmaceuticals, Inc.",27599842.72,Health Care,Major Pharmaceuticals
ARQT,"Arcutis Biotherapeutics, Inc.",1043637477.0,Health Care,Major Pharmaceuticals
ARR,"ARMOUR Residential REIT, Inc.",488131489.9,Consumer Services,Real Estate Investment Trusts
ARTL,"Artelo Biosciences, Inc.",4044330.82,Miscellaneous,Business Services
ARTLW,"Artelo Biosciences, Inc.",0.0,Miscellaneous,Business Services
ARTNA,Artesian Resources Corporation,328256166.5,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",8142879.52,Capital Goods,Industrial Machinery/Components
ARVN,"Arvinas, Inc.",2129296358.0,Health Care,Major Pharmaceuticals
ARW,"Arrow Electronics, Inc.",4183555093.0,Technology,Electronic Components
ARWR,"Arrowhead Pharmaceuticals, Inc.",3953342611.0,Health Care,Major Pharmaceuticals
ARYA,ARYA Sciences Acquisition Corp.,189031250.0,Finance,Business Services
ARYAU,ARYA Sciences Acquisition Corp.,0.0,Finance,Business Services
ARYAW,ARYA Sciences Acquisition Corp.,0.0,Finance,Business Services
ASB,Associated Banc-Corp,1937417751.0,Finance,Major Banks
ASC,Ardmore Shipping Corporation,185730740.7,Transportation,Marine Transportation
ASFI,"Asta Funding, Inc.",73715937.58,Finance,Finance Companies
ASGN,ASGN Incorporated,1982730000.0,Technology,Professional Services
ASH,Ashland Global Holdings Inc.,3330480418.0,Consumer Durables,Specialty Chemicals
ASIX,AdvanSix Inc.,251512140.8,Basic Industries,Major Chemicals
ASLN,ASLAN Pharmaceuticals Limited,19636872.43,Health Care,Major Pharmaceuticals
ASM,Avino Silver,32390549.83,Basic Industries,Precious Metals
ASMB,"Assembly Biosciences, Inc.",563755248.0,Health Care,Major Pharmaceuticals
ASML,ASML Holding N.V.,21594594413.0,Technology,Industrial Machinery/Components
ASNA,"Ascena Retail Group, Inc.",13481671.05,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,6352596258.0,Health Care,Major Pharmaceuticals
ASPN,"Aspen Aerogels, Inc.",162758064.6,Consumer Services,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A.,101409411.2,Consumer Services,Other Consumer Services
ASPU,Aspen Group Inc.,154440000.0,Consumer Services,Other Consumer Services
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",2958600000.0,Transportation,Aerospace
ASRT,"Assertio Therapeutics, Inc.",72964421.89,Health Care,Major Pharmaceuticals
ASRV,AmeriServ Financial Inc.,46559589.16,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,533400.0,Finance,Major Banks
ASTC,Astrotech Corporation,21135566.88,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASTE,"Astec Industries, Inc.",844564198.5,Capital Goods,Construction/Ag Equipment/Trucks
ASUR,Asure Software Inc,91770105.79,Technology,EDP Services
ASX,"ASE Technology Holding Co., Ltd.",9182998746.0,Technology,Semiconductors
ASYS,"Amtech Systems, Inc.",62902094.64,Technology,Industrial Machinery/Components
AT,Atlantic Power Corporation,214934073.8,Energy,Electric Utilities: Central
ATAX,"America First Multifamily Investors, L.P.",324859989.4,Finance,Finance: Consumer Services
ATCO,Atlas Corp.,1529712075.0,Transportation,Marine Transportation
ATCX,"Atlas Technical Consultants, Inc.",253250660.7,Consumer Services,Professional Services
ATCXW,"Atlas Technical Consultants, Inc.",0.0,Consumer Services,Professional Services
ATEC,"Alphatec Holdings, Inc.",222999542.3,Health Care,Medical/Dental Instruments
ATEN,"A10 Networks, Inc.",514761182.9,Technology,Computer Communications Equipment
ATEX,Anterix Inc.,841147818.0,Public Utilities,Telecommunications Equipment
ATGE,Adtalem Global Education Inc.,1422327997.0,Consumer Services,Other Consumer Services
ATH,Athene Holding Ltd.,4914000722.0,Finance,Life Insurance
ATHE,Alterity Therapeutics Limited,4455057.75,Health Care,Major Pharmaceuticals
ATHM,Autohome Inc.,9696460386.0,Technology,EDP Services
ATHX,"Athersys, Inc.",377660331.9,Health Care,Major Pharmaceuticals
ATI,Allegheny Technologies Incorporated,910450682.5,Basic Industries,Steel/Iron Ore
ATIF,ATIF Holdings Limited,70812623.52,Consumer Services,Professional Services
ATKR,Atkore International Group Inc.,1011888963.0,Miscellaneous,Industrial Machinery/Components
ATLC,Atlanticus Holdings Corporation,157601664.0,Finance,Finance: Consumer Services
ATLO,Ames National Corporation,168868497.6,Finance,Major Banks
ATNI,"ATN International, Inc.",1019291282.0,Public Utilities,Telecommunications Equipment
ATNM,"Actinium Pharmaceuticals, Inc.",39841212.3,Health Care,Major Pharmaceuticals
ATNX,"Athenex, Inc.",727491191.1,Health Care,Major Pharmaceuticals
ATO,Atmos Energy Corporation,12540147988.0,Public Utilities,Oil/Gas Transmission
ATOM,Atomera Incorporated,72319774.8,Technology,Semiconductors
ATOS,"Atossa Therapeutics, Inc.",19631615.6,Health Care,Major Pharmaceuticals
ATR,"AptarGroup, Inc.",6956030896.0,Consumer Non-Durables,Plastic Products
ATRA,"Atara Biotherapeutics, Inc.",480286710.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,"AtriCure, Inc.",1620407878.0,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,1176113492.0,Health Care,Medical/Dental Instruments
ATRO,Astronics Corporation,248814931.7,Capital Goods,Military/Government/Technical
ATRS,"Antares Pharma, Inc.",460257914.8,Health Care,Medical/Dental Instruments
ATSG,"Air Transport Services Group, Inc",1117950506.0,Transportation,Air Freight/Delivery Services
ATTO,Atento S.A.,75406357.0,Public Utilities,Telecommunications Equipment
ATUS,"Altice USA, Inc.",16270287985.0,Consumer Services,Television Services
ATV,"Acorn International, Inc.",25097771.23,Consumer Services,Other Specialty Stores
ATVI,"Activision Blizzard, Inc",51153231346.0,Technology,Computer Software: Prepackaged Software
ATXI,"Avenue Therapeutics, Inc.",153648615.6,Health Care,Major Pharmaceuticals
AU,AngloGold Ashanti Limited,9497938787.0,Basic Industries,Precious Metals
AUB,Atlantic Union Bankshares Corporation,1719863907.0,Finance,Major Banks
AUBN,"Auburn National Bancorporation, Inc.",146211986.0,Finance,Major Banks
AUDC,AudioCodes Ltd.,706996774.5,Public Utilities,Telecommunications Equipment
AUG,Auryn Resources Inc.,107696655.8,Basic Industries,Precious Metals
AUMN,Golden Minerals Company,26135896.94,Basic Industries,Precious Metals
AUPH,Aurinia Pharmaceuticals Inc,1851782988.0,Health Care,Major Pharmaceuticals
AUTL,Autolus Therapeutics plc,242050942.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUTO,"AutoWeb, Inc.",10250584.13,Technology,"Computer Software: Programming, Data Processing"
AUY,Yamana Gold Inc.,4177644220.0,Basic Industries,Precious Metals
AVA,Avista Corporation,2927170724.0,Public Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A.,5169195976.0,Finance,Commercial Banks
AVAV,"AeroVironment, Inc.",1344445957.0,Capital Goods,Aerospace
AVB,"AvalonBay Communities, Inc.",22589323166.0,Consumer Services,Real Estate Investment Trusts
AVCO,Avalon GloboCare Corp.,115527169.0,Consumer Services,Professional Services
AVCT,"American Virtual Cloud Technologies, Inc. ",36326285.5,Finance,Business Services
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.0,Finance,Business Services
AVD,American Vanguard Corporation,434595181.6,Basic Industries,Agricultural Chemicals
AVDL,Avadel Pharmaceuticals plc,402705706.5,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",63036014.72,Health Care,Major Pharmaceuticals
AVGO,Broadcom Inc.,103258000000.0,Technology,Semiconductors
AVGOP,Broadcom Inc.,0.0,Technology,Semiconductors
AVGR,"Avinger, Inc.",6727040.54,Health Care,Medical/Dental Instruments
AVH,Avianca Holdings S.A.,139578220.3,Transportation,Air Freight/Delivery Services
AVID,"Avid Technology, Inc.",274386554.4,Technology,Computer Software: Prepackaged Software
AVLR,"Avalara, Inc.",6655839649.0,Technology,Computer Software: Prepackaged Software
AVNS,"Avanos Medical, Inc.",1487596628.0,Health Care,Industrial Specialties
AVNW,"Aviat Networks, Inc.",51571039.07,Technology,Radio And Television Broadcasting And Communications Equipment
AVRO,"AVROBIO, Inc.",510552114.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,"Avnet, Inc.",2682572845.0,Technology,Electronic Components
AVTR,"Avantor, Inc.",7841431550.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AVXL,Anavex Life Sciences Corp.,183621281.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVY,Avery Dennison Corporation,8737746833.0,Consumer Durables,Containers/Packaging
AVYA,Avaya Holdings Corp.,771764535.7,Public Utilities,Telecommunications Equipment
AWI,Armstrong World Industries Inc,3846688180.0,Consumer Non-Durables,Plastic Products
AWK,American Water Works,22891741019.0,Public Utilities,Water Supply
AWR,American States Water Company,3068360909.0,Public Utilities,Water Supply
AWRE,"Aware, Inc.",54665590.44,Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation,5309340.47,Public Utilities,Environmental Services
AX,"Axos Financial, Inc.",1071154134.0,Finance,Savings Institutions
AXAS,Abraxas Petroleum Corporation,22077193.2,Energy,Oil & Gas Production
AXDX,"Accelerate Diagnostics, Inc.",534617067.6,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AXE,Anixter International Inc.,3066254368.0,Consumer Non-Durables,Telecommunications Equipment
AXGN,"AxoGen, Inc.",307915854.5,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXGT,Axovant Gene Therapies Ltd.,128776712.3,Health Care,Major Pharmaceuticals
AXL,"American Axle & Manufacturing Holdings, Inc.",418240082.0,Capital Goods,Auto Parts:O.E.M.
AXLA,Axcella Health Inc.,88117500.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXNX,"Axonics Modulation Technologies, Inc.",1143644103.0,Health Care,Medical/Dental Instruments
AXO,"Axos Financial, Inc.",0.0,Finance,Savings Institutions
AXP,American Express Company,67693420113.0,Finance,Finance: Consumer Services
AXR,AMREP Corporation,33768151.6,Consumer Services,Newspapers/Magazines
AXS,Axis Capital Holdings Limited,3181406520.0,Finance,Property-Casualty Insurers
AXSM,"Axsome Therapeutics, Inc.",2579337109.0,Health Care,Major Pharmaceuticals
AXTA,Axalta Coating Systems Ltd.,4086327188.0,Basic Industries,Paints/Coatings
AXTI,AXT Inc,152691693.4,Technology,Semiconductors
AXU,Alexco Resource Corp,182352271.1,Basic Industries,Precious Metals
AY,Atlantica Yield plc,2388655168.0,Public Utilities,Electric Utilities: Central
AYI,"Acuity Brands, Inc. ",3275573509.0,Consumer Durables,Building Products
AYTU,"Aytu BioScience, Inc.",108994035.3,Health Care,Major Pharmaceuticals
AYX,"Alteryx, Inc.",8213058685.0,Technology,Computer Software: Prepackaged Software
AZN,Astrazeneca PLC,132377000000.0,Health Care,Major Pharmaceuticals
AZO,"AutoZone, Inc.",23075703705.0,Consumer Services,Other Specialty Stores
AZPN,"Aspen Technology, Inc.",6610538992.0,Technology,EDP Services
AZRE,Azure Power Global Limited,726450189.5,Public Utilities,Electric Utilities: Central
AZRX,"AzurRx BioPharma, Inc.",17771103.68,Health Care,Major Pharmaceuticals
AZUL,Azul S.A.,1071203403.0,Transportation,Air Freight/Delivery Services
AZZ,AZZ Inc.,715034195.8,Consumer Durables,Building Products
B,"Barnes Group, Inc.",2007187683.0,Capital Goods,Metal Fabrications
BA,Boeing Company (The),81028474749.0,Capital Goods,Aerospace
BABA,Alibaba Group Holding Limited,569086000000.0,Miscellaneous,Business Services
BAC,Bank of America Corporation,195198000000.0,Finance,Major Banks
BAH,Booz Allen Hamilton Holding Corporation,10640886905.0,Consumer Services,Professional Services
BAK,Braskem S.A.,3155116396.0,Basic Industries,Major Chemicals
BAM,Brookfield Asset Management Inc,34653788556.0,Consumer Services,Building operators
BANC,"Banc of California, Inc.",456520063.2,Finance,Major Banks
BAND,Bandwidth Inc.,1849815961.0,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation,1092684748.0,Finance,Major Banks
BANFP,BancFirst Corporation,28000000.0,Finance,Major Banks
BANR,Banner Corporation,1166322336.0,Finance,Major Banks
BAP,Credicorp Ltd.,11395521362.0,Finance,Commercial Banks
BASI,"Bioanalytical Systems, Inc.",45977824.06,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BATL,Battalion Oil Corporation,78265160.61,Energy,Oil & Gas Production
BATRA,Liberty Media Corporation,931204526.3,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,903048259.7,Consumer Services,Broadcasting
BAX,Baxter International Inc.,47748381783.0,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited,2266673975.0,Technology,Computer Software: Prepackaged Software
BBAR,Banco BBVA Argentina S.A.,577942257.6,Finance,Commercial Banks
BBBY,Bed Bath & Beyond Inc.,575702400.0,Consumer Services,Home Furnishings
BBCP,"Concrete Pumping Holdings, Inc. ",115861648.7,Basic Industries,Engineering & Construction
BBD,Banco Bradesco Sa,32426383661.0,Finance,Major Banks
BBDO,Banco Bradesco Sa,30482567746.0,Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",69959295.0,Consumer Services,Broadcasting
BBI,"Brickell Biotech, Inc.",11409894.36,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
